case_number,decision_type,judge_names,verdict_derived
077-CR-0026,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु",False
077-CR-0027,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु",False
077-CR-0028,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु",False
077-CR-0029,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु",False
077-CR-0030,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
077-CR-0031,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0032,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
077-CR-0033,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु",False
077-CR-0034,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु",False
077-CR-0035,ठहर,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0036,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0037,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
077-CR-0038,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0039,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0040,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
077-CR-0041,सफाई,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री रमेशकुमार पोखरेल
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0042,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0043,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0044,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0045,सफाई,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0046,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
077-CR-0047,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0048,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री रमेशकुमार पोखरेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
077-CR-0049,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
077-CR-0050,सफाई,"सदस्य माननीय न्यायाधीश श्री रमेशकुमार पोखरेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0051,सफाई,"सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0052,आंशिक ठहर,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0053,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0054,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री तेज नारायण सिंह राई
सदस्य माननीय न्यायाधीश श्री रितेन्द्र थापा",False
077-CR-0055,सफाई,"सदस्य माननीय न्यायाधीश श्री रमेशकुमार पोखरेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0056,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0057,सफाई,"सदस्य माननीय न्यायाधीश श्री रमेशकुमार पोखरेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0058,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0059,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री तेज नारायण सिंह राई
सदस्य माननीय न्यायाधीश श्री रितेन्द्र थापा",False
077-CR-0060,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0061,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0062,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0063,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
077-CR-0064,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0065,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु",False
077-CR-0066,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री तेज नारायण सिंह राई
सदस्य माननीय न्यायाधीश श्री मुरारीबाबु श्रेष्ठ",False
077-CR-0067,आंशिक ठहर,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री राम बहादुर थापा",False
077-CR-0068,ठहर,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0069,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0070,सफाई,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री तेज नारायण सिंह राई",False
077-CR-0071,सफाई,"सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0072,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री तेज नारायण सिंह राई
सदस्य माननीय न्यायाधीश श्री मुरारीबाबु श्रेष्ठ",False
077-CR-0073,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0074,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0075,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री तेज नारायण सिंह राई
सदस्य माननीय न्यायाधीश श्री मुरारीबाबु श्रेष्ठ",False
077-CR-0076,सफाई,"सदस्य माननीय न्यायाधीश श्री रमेशकुमार पोखरेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0077,सफाई,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री रमेशकुमार पोखरेल
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0078,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0079,सफाई,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0080,सफाई,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0081,सफाई,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री रमेशकुमार पोखरेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
077-CR-0082,सफाई,"सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0083,सफाई,"सदस्य माननीय न्यायाधीश श्री रमेशकुमार पोखरेल
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0084,सफाई,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री रमेशकुमार पोखरेल
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0085,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री राम बहादुर थापा",False
077-CR-0086,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री राम बहादुर थापा",False
077-CR-0087,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री राम बहादुर थापा",False
077-CR-0088,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री राम बहादुर थापा",False
077-CR-0089,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री राम बहादुर थापा",False
077-CR-0090,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री राम बहादुर थापा",False
077-CR-0091,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री राम बहादुर थापा",False
077-CR-0092,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री राम बहादुर थापा",False
077-CR-0093,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री राम बहादुर थापा",False
077-CR-0094,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री राम बहादुर थापा",False
077-CR-0095,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री राम बहादुर थापा",False
077-CR-0096,सफाई,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0097,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0098,ठहर,"सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0099,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0100,ठहर,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री रमेशकुमार पोखरेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
077-CR-0101,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
077-CR-0102,सफाई,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री राम बहादुर थापा
सदस्य माननीय न्यायाधीश श्री रितेन्द्र थापा",False
077-CR-0103,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री तेज नारायण सिंह राई
सदस्य माननीय न्यायाधीश श्री रितेन्द्र थापा",False
077-CR-0104,सफाई,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0105,आंशिक ठहर,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0106,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु",False
077-CR-0107,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0108,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
077-CR-0109,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0110,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री तेज नारायण सिंह राई
सदस्य माननीय न्यायाधीश श्री मुरारीबाबु श्रेष्ठ",False
077-CR-0111,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0112,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
077-CR-0113,ठहर,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0114,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
077-CR-0115,आंशिक ठहर,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री रमेशकुमार पोखरेल
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0116,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0117,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0118,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0119,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
077-CR-0120,सफाई,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0121,सफाई,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
077-CR-0122,ठहर,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0123,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0124,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0125,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0126,सफाई,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
077-CR-0127,सफाई,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
078-CR-0001,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री राम बहादुर थापा
सदस्य माननीय न्यायाधीश श्री रितेन्द्र थापा",False
078-CR-0002,ठहर,"सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
078-CR-0003,ठहर,"सदस्य माननीय न्यायाधीश श्री रमेशकुमार पोखरेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
078-CR-0004,ठहर,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री रमेशकुमार पोखरेल
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
078-CR-0005,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
078-CR-0006,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
078-CR-0007,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
078-CR-0008,सफाई,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
078-CR-0009,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री तेज नारायण सिंह राई
सदस्य माननीय न्यायाधीश श्री मुरारीबाबु श्रेष्ठ",False
078-CR-0010,सफाई,"सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
078-CR-0011,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री तेज नारायण सिंह राई
सदस्य माननीय न्यायाधीश श्री रितेन्द्र थापा",False
078-CR-0012,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
078-CR-0013,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री शालिग्राम कोइराला",False
078-CR-0014,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री तेज नारायण सिंह राई
सदस्य माननीय न्यायाधीश श्री रितेन्द्र थापा",False
078-CR-0015,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
078-CR-0016,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
078-CR-0017,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री राम बहादुर थापा
सदस्य माननीय न्यायाधीश श्री मुरारीबाबु श्रेष्ठ",False
078-CR-0018,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
078-CR-0019,आंशिक ठहर,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री तेज नारायण सिंह राई
सदस्य माननीय न्यायाधीश श्री मुरारीबाबु श्रेष्ठ",False
078-CR-0020,ठहर,"अध्यक्ष माननीय न्यायाधीश श्री टेक नारायण कुँवर
सदस्य माननीय न्यायाधीश श्री राम बहादुर थापा
सदस्य माननीय न्यायाधीश श्री रितेन्द्र थापा",False
078-CR-0021,सफाई,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री बलभद्र बास्तोला",False
078-CR-0022,आंशिक ठहर,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
078-CR-0023,सफाई,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री राम बहादुर थापा
सदस्य माननीय न्यायाधीश श्री रितेन्द्र थापा",False
078-CR-0024,सफाई,"अध्यक्ष माननीय न्यायाधीश श्री श्रीकान्त पौडेल
सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री यमुना भट्टराई",False
078-CR-0025,आंशिक ठहर,"सदस्य माननीय न्यायाधीश डा. श्री खुशी प्रसाद थारु
सदस्य माननीय न्यायाधीश श्री तेज नारायण सिंह राई
सदस्य माननीय न्यायाधीश श्री राम बहादुर थापा",False
